epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
32,0.9524484988212586,0.9496462213516236,-5.180643305206299,0.0025,0.9455045951737298,0.9447578421345464,-0.8793029308319091
33,0.9530841722488403,0.9503893043518067,-5.184854292297364,0.0025,0.9459959621782656,0.9452461101390698,-0.8798256582683988
34,0.9532712964057922,0.9506025016784668,-5.186051833343506,0.0025,0.9461818911411144,0.9455153204776623,-0.8801296251791495
35,0.9535445049285889,0.9508962797164917,-5.187674928283691,0.0025,0.9440219389067755,0.9431337029845627,-0.8777828481462266
36,0.9535539937973022,0.9509409316062927,-5.187916210174561,0.0025,0.9453186635617856,0.9445874117038868,-0.8792714176354585
37,0.9537420428276062,0.9511284313201904,-5.189040773010254,0.0025,0.9460109662126612,0.945372509073328,-0.880091498516224
38,0.9539945300102234,0.9514105972290039,-5.1905539527893065,0.00125,0.9462121742743033,0.9454930923603199,-0.880231723078975
39,0.954290858078003,0.9517232978820801,-5.192341568756103,0.00125,0.9463616671385588,0.9456946889559428,-0.8804507829524852
40,0.954403327178955,0.9518457088470459,-5.193092356109619,0.00125,0.9459429100707725,0.9452258600129022,-0.879999989050406
41,0.9544778678894043,0.9519452140808106,-5.193669400024414,0.00125,0.9441240200289973,0.9432794120576646,-0.8780714012958385
42,0.9542998858451843,0.9517458033561706,-5.192515071868897,0.00125,0.9464366824538619,0.9456958408708925,-0.8805052434956586
43,0.9545334458351136,0.9520266467094421,-5.194062712860108,0.00125,0.9445548406353703,0.9439214693175422,-0.8787487595169633
44,0.9544773733139038,0.9519679288864136,-5.193689217376709,0.00125,0.9464870492617289,0.9458206123775906,-0.8806653901382729
45,0.9548410844802856,0.9523409344673157,-5.195810922241211,0.00125,0.9453792059863055,0.9446395216164766,-0.879502496012935
46,0.9547855931282043,0.9523208240509033,-5.195836293792724,0.00125,0.9463397061383283,0.945686486032274,-0.8805669599109226
47,0.9549134545326233,0.9524385598182679,-5.196444316864014,0.00125,0.9466199305322435,0.9459533784124586,-0.8808521641625299
48,0.9550912914276123,0.9526359930038452,-5.1976523704528805,0.00125,0.9465609961085849,0.9458719787774262,-0.8807889081813671
49,0.9550553501129151,0.9526059228897095,-5.197427624511719,0.00125,0.9467303342289395,0.9460517009099324,-0.8809866370978179
50,0.9551728571891784,0.9527222969055176,-5.198097795104981,0.00125,0.9465248222704287,0.9458722913706744,-0.8808251508960018
51,0.9553584202766419,0.9529280958175659,-5.199312776184082,0.00125,0.9463734534051683,0.9457806154533669,-0.8807521338816042
52,0.9553363966941834,0.9529526704788208,-5.199463740539551,0.00125,0.9466847746460526,0.9459998267668265,-0.8809894499955354
53,0.9554631360054016,0.9530518251419068,-5.199968589019775,0.00125,0.9469757367063452,0.946374875969357,-0.88138288391961
54,0.9553961492538452,0.952977389717102,-5.199463771820068,0.00125,0.9453542983090436,0.9446923383960018,-0.8797181628368519
55,0.9555460068702698,0.9531499423980713,-5.200603002929688,0.00125,0.9463308599260118,0.9457057617328785,-0.8807495280548379
56,0.9556723938941956,0.9533005076408386,-5.201409848022461,0.00125,0.9472466027295148,0.9466031348263776,-0.8816649776917916
57,0.9556445015907288,0.9532838768959045,-5.2013295570373534,0.00125,0.9462987140372947,0.9456700594336899,-0.8807502455181546
58,0.9558687795639038,0.953510655593872,-5.202625839996338,0.00125,0.9457221485950329,0.9451510800255669,-0.8802497501726504
59,0.955857320690155,0.9535018085479736,-5.20259469909668,0.00125,0.9458169738451639,0.9452112445124874,-0.8803282865771541
60,0.9559080147743225,0.9535422665596008,-5.202829250335693,0.00125,0.9460573094862479,0.9454263082257024,-0.8805614868799846
61,0.9560997974395752,0.9537725800514221,-5.204102299499512,0.00125,0.9463112945909853,0.9456402275297376,-0.880793732183951
62,0.9561188963890076,0.9537924560546875,-5.204237808227539,0.00125,0.946603591353805,0.9459458986918131,-0.8811179942554898
63,0.9561937199592591,0.953881732559204,-5.204739155578613,0.00125,0.9463346167846962,0.9456801167240849,-0.8808707974575184
64,0.9562926210403443,0.9539714878082275,-5.205312115478516,0.000625,0.9464208788341946,0.9458202022093314,-0.8810208709151657
65,0.9564311951637268,0.9541377196311951,-5.206227635192871,0.000625,0.9464672181341384,0.945809339152442,-0.881019201543596
66,0.9564284719467163,0.9541474182128906,-5.206309091186523,0.000625,0.9466529038217333,0.9460416634877523,-0.8812608162562052
67,0.9565712097167969,0.9542765057563781,-5.206978538513184,0.000625,0.946762470845823,0.9461453022780242,-0.8813740580170243
68,0.9565396427154541,0.9542563392639161,-5.20694108505249,0.000625,0.9467284511636804,0.9461404765093768,-0.8813783888463621
69,0.9566341465950012,0.9543630765914917,-5.207561026000977,0.000625,0.9467972958529437,0.9461731579568651,-0.8814205116695828
70,0.9566920704841614,0.9544052872657776,-5.207741381072998,0.0003125,0.9466178006596035,0.9459950213079099,-0.8812475601832072
71,0.9567369473457337,0.954450791835785,-5.207924578857422,0.0003125,0.946746928162045,0.9461340056525336,-0.881390960128219
72,0.9567577850341797,0.95447788438797,-5.208136960601807,0.0003125,0.9465588529904684,0.9459335031332793,-0.8811953182573672
73,0.9566945592880249,0.9544102373123169,-5.2077081100463865,0.0003125,0.9465802868207296,0.9459733684857686,-0.8812400155597263
74,0.9567699935913085,0.954521691417694,-5.208465406799316,0.0003125,0.9467185400150441,0.9460913397647717,-0.8813623432759885
75,0.956748694229126,0.9544819513320922,-5.2081936218261715,0.0003125,0.9464819687384146,0.945886904221994,-0.8811625613106622
76,0.9568183423995972,0.9545479778289795,-5.208468197631836,0.00015625,0.9467161288967839,0.9461171110471089,-0.8813954715375547
77,0.9567000878334045,0.9544118214607239,-5.207694351959229,0.00015625,0.9466030659498992,0.9459833083329378,-0.88126418767152
78,0.9568447638511658,0.9545799969673157,-5.208668032836914,0.00015625,0.9466992510689629,0.9460763370549238,-0.881359389534703
79,0.956854630947113,0.9545764393806457,-5.208583296966553,0.00015625,0.9466716514693366,0.9460839894082811,-0.8813695068712588
80,0.9569081858634949,0.9546169922828674,-5.2089010467529295,0.00015625,0.9466818354747913,0.9460690944283097,-0.8813568578826056
81,0.9568667534828186,0.954618148803711,-5.209005453491211,0.00015625,0.9466874572965834,0.9460618928626732,-0.8813521124698498
82,0.9569563963890075,0.9546901085853576,-5.209336483764648,7.8125e-05,0.9467756002037614,0.9461785581376817,-0.8814699786680716
83,0.9569067119598389,0.9546535061836243,-5.209171799468995,7.8125e-05,0.9467086142963833,0.9461097646642614,-0.8814023662496496
84,0.9569003470420837,0.9546254385948181,-5.20895601348877,7.8125e-05,0.9466555723437556,0.9460482826939336,-0.8813419624611184
85,0.9569551195144653,0.9546889499664306,-5.209391796875,7.8125e-05,0.9466488718986511,0.9460476093822056,-0.8813425620396932
86,0.9569111385345459,0.9546370451927185,-5.208994258880615,7.8125e-05,0.946686659918891,0.9460677491294013,-0.8813639998435974
87,0.9569317130088806,0.9546619856834412,-5.20925637588501,7.8125e-05,0.9467383517159356,0.9461345001503273,-0.8814318219820658
88,0.9568809601783752,0.9546178560256958,-5.208965770721435,3.90625e-05,0.9467603312598334,0.9461804566559968,-0.8814782531173141
89,0.9570417240142822,0.9547786204338073,-5.209896210479736,3.90625e-05,0.9467391689618428,0.9461444929794028,-0.8814431093357228
90,0.9569853592872619,0.9546980088233947,-5.209360214233398,3.90625e-05,0.9467046057736432,0.946110760724103,-0.88141003008242
91,0.9569175641059875,0.9546577136039733,-5.209169012451172,3.90625e-05,0.9467316552444741,0.9461264892860696,-0.8814261842657019
92,0.9569203701019288,0.9546667505264282,-5.209214288330078,3.90625e-05,0.9467249552408854,0.9461212692437349,-0.8814214326717236
93,0.9569563365936279,0.9546958798408508,-5.2093353271484375,3.90625e-05,0.9467324724903813,0.9461360754790129,-0.8814370384922734
94,0.9569416670799256,0.9546788579940796,-5.20924229888916,1.953125e-05,0.946726840072208,0.9461285017154835,-0.8814296311802334
95,0.9568823192596435,0.9546068531036377,-5.208813404083252,1.953125e-05,0.9467204089517947,0.9461315075556437,-0.8814329862594604
96,0.9569269349098205,0.9546452158927917,-5.209143640136719,1.953125e-05,0.9467313943085847,0.946133448459484,-0.8814352494698984
97,0.956913830947876,0.9546652753829956,-5.209260139465332,1.953125e-05,0.9467375547797592,0.9461417343881395,-0.8814437411449574
98,0.9570048270225525,0.954745878791809,-5.209601953125,1.953125e-05,0.9467319135312681,0.946133636103736,-0.8814361338262204
99,0.9569997989654541,0.9547506204605103,-5.209719081115723,1.953125e-05,0.9467241605122884,0.9461268442648428,-0.8814297256646333
100,0.9569118918418884,0.9546453151702881,-5.209094599151611,9.765625e-06,0.9467557787895202,0.9461564518787243,-0.8814593712488811
101,0.9569585645675659,0.9546926937103272,-5.209377422332763,9.765625e-06,0.9467198703024122,0.9461221266675879,-0.8814250358828792
102,0.9570175914764404,0.9547589754104614,-5.209766178894043,9.765625e-06,0.9467099640104506,0.9461032227233604,-0.8814065752206025
103,0.9570028049468994,0.9547267835617066,-5.209510732269287,9.765625e-06,0.9467190711586564,0.9461151003837586,-0.8814183288150363
104,0.9569750580787658,0.9547155011177063,-5.209536756896973,9.765625e-06,0.9467163920402527,0.9461180603062666,-0.8814214834460505
105,0.9569522540092468,0.954713984298706,-5.209502304840088,9.765625e-06,0.9467035320070055,0.9461029101301123,-0.8814062145021226
106,0.9569459509849548,0.9546674925804138,-5.20919418258667,4.8828124e-06,0.9467169170026426,0.9461093703905742,-0.8814128209043433
107,0.9568775768280029,0.9546239144325256,-5.208953332519531,4.8828124e-06,0.9467003107070923,0.9461008901949282,-0.8814043098025852
108,0.9569788188934326,0.9547198093414306,-5.209548439025879,4.8828124e-06,0.9467236302517078,0.9461265197506658,-0.8814303089071203
109,0.9570591160774231,0.954773869228363,-5.20975248413086,4.8828124e-06,0.946720673861327,0.9461207663571393,-0.8814249096093354
110,0.9569309312820434,0.9546765424728394,-5.209326469421387,4.8828124e-06,0.9467458579275343,0.9461439066463047,-0.881447602642907
111,0.9569620622634888,0.9546982430458069,-5.209445369720459,4.8828124e-06,0.9467480036947462,0.946138800073553,-0.8814425923206188
112,0.9569506090164185,0.9546808840751648,-5.209370389556884,2.4414062e-06,0.9467622130005448,0.9461607036767182,-0.8814645193241261
113,0.9569761011123658,0.9547024806976319,-5.209352351379395,2.4414062e-06,0.9467364894019232,0.9461354185033728,-0.8814391908822237
114,0.9569929973602295,0.9547343790054321,-5.209603694915772,2.4414062e-06,0.9467233582779213,0.9461250450876024,-0.8814293247682077
115,0.9569552384376526,0.9546845317840577,-5.209244324493408,2.4414062e-06,0.9467126400382431,0.9461156513955858,-0.8814195889013785
116,0.9570545126914978,0.9548129021644592,-5.210056047821045,2.4414062e-06,0.9467340716609248,0.9461306563130132,-0.8814346578386095
117,0.956966927909851,0.9546886642456055,-5.209270499420166,2.4414062e-06,0.9467311271914729,0.9461200987851178,-0.8814239859580993
118,0.9569786765098571,0.9547164752960206,-5.2094719635009765,1.2207031e-06,0.9467308658140677,0.9461314183694345,-0.8814357002576192
119,0.9570435726165771,0.954783229637146,-5.2098512344360355,1.2207031e-06,0.9467375561043069,0.9461343685785929,-0.8814385948357759
120,0.9569622088432312,0.9547239373207093,-5.2095892608642576,1.2207031e-06,0.9467297810095328,0.946123328032317,-0.881427385630431
121,0.956907465839386,0.9546360660552978,-5.208993786621094,1.2207031e-06,0.9467407694569341,0.9461323985347041,-0.8814366985250403
122,0.9569255764961243,0.9546699145317078,-5.209205182647705,1.2207031e-06,0.9467421121067471,0.9461401890825343,-0.8814441098107232
123,0.9570043976783752,0.954754724407196,-5.209728955078125,1.2207031e-06,0.946741850287826,0.9461362719535827,-0.8814404258021602
124,0.9570525437355042,0.9547724763870239,-5.2097624168396,6.1035155e-07,0.9467115733358595,0.9461116658316718,-0.8814156033374645
125,0.9569561357498169,0.9546991652488709,-5.209387657165528,6.1035155e-07,0.9467407570944892,0.94614316534113,-0.8814473461221766
126,0.9570144386291504,0.954757485294342,-5.2097068077087405,6.1035155e-07,0.9467418547029849,0.9461385360470524,-0.8814424263106452
127,0.9569859077453613,0.9547083504676819,-5.209336764526367,6.1035155e-07,0.9467244263048525,0.9461176964971755,-0.8814221258516665
128,0.9570641258239746,0.9548195083618164,-5.210100315856933,6.1035155e-07,0.9467185360414011,0.9461152429933901,-0.8814195769804495
129,0.9569061005592346,0.9546487194061279,-5.2091567481994625,6.1035155e-07,0.946725235161958,0.9461291189546939,-0.8814332251195555
130,0.9570976244926452,0.9548270181655883,-5.210166636657715,5e-07,0.9467338032192654,0.9461409537880509,-0.8814451085196601
131,0.9570258662223816,0.9547655423164367,-5.209675099182129,5e-07,0.9467354081295155,0.9461334197609513,-0.8814373484364262
132,0.9569678272247314,0.9547085279464722,-5.20950722732544,5e-07,0.9467418396914447,0.9461472206645541,-0.8814513926152829
133,0.9568807863235473,0.9546078809738159,-5.208895943450928,5e-07,0.94672979204743,0.9461307463822541,-0.8814350000134221
134,0.957004427433014,0.9547342742919922,-5.209601764678955,5e-07,0.946735410337095,0.9461306050971702,-0.8814345408368993
135,0.9570100098609924,0.9547607827186585,-5.209798196411133,5e-07,0.9467230960174843,0.9461225483152601,-0.881426684944718
136,0.9568897017478943,0.9546092918395996,-5.208866869354248,5e-07,0.9467362183111685,0.9461260142149749,-0.8814299459810611
137,0.9568958601951599,0.9546299997329712,-5.2090350532531735,5e-07,0.9467375543382432,0.946129960042459,-0.8814340564939711
138,0.9569578389167785,0.9547212093353271,-5.2094973289489745,5e-07,0.9467281959674977,0.9461325424688833,-0.8814364397967304
139,0.956962268447876,0.9547075819015503,-5.209474777984619,5e-07,0.9467193382757682,0.9461193985409206,-0.8814237431243613
140,0.9569366323471069,0.9546827863693237,-5.209320514678955,5e-07,0.9467313903349417,0.94613324492066,-0.8814372420310974
141,0.9570624457359314,0.9547978362083435,-5.210019314575195,5e-07,0.9467348743368078,0.946135464421025,-0.881439647409651
142,0.9569059940338135,0.954631080532074,-5.208889975738526,5e-07,0.9467198800157618,0.9461185177167256,-0.8814224322636922
143,0.9569868022918702,0.9547346115112305,-5.209674302673339,5e-07,0.9467225436811094,0.9461125033873099,-0.8814165552457174
144,0.9569258376121521,0.9546621208190917,-5.209181782531738,5e-07,0.9467244364597179,0.9461207111676534,-0.8814249524363765
145,0.9569480869293213,0.9546909764289856,-5.209334062957764,5e-07,0.9467391720524541,0.9461414725692184,-0.881445453343568
146,0.9569850417137146,0.9547228385925293,-5.20956671295166,5e-07,0.946740773430577,0.9461398522059122,-0.8814438775733665
147,0.9569395244598389,0.9546660886764526,-5.209223542785645,5e-07,0.9467469422905533,0.9461436289328116,-0.881447782781389
148,0.9569632549285889,0.954700276184082,-5.209449899291992,5e-07,0.9467480076683892,0.9461532725228203,-0.8814574223977548
149,0.9569188363075256,0.9546569215774536,-5.209167002105713,5e-07,0.9467469347847832,0.9461464453626562,-0.8814504994286432
150,0.9569989287376404,0.9547390731811524,-5.209658532714844,5e-07,0.9467488001894068,0.9461405096230684,-0.8814448299231352
151,0.9569953132629394,0.9547214311599731,-5.209549028778076,5e-07,0.9467276471632499,0.946126299434238,-0.8814303018428661
152,0.9570335350990296,0.9547897817611695,-5.209939449310303,5e-07,0.9467287196053399,0.9461254411273532,-0.8814295159445868
153,0.9569937217712402,0.9547300530433654,-5.20958274230957,5e-07,0.9467367498962967,0.9461287970896121,-0.881433117389679
154,0.9570533288002014,0.9547893224716186,-5.209891621398926,5e-07,0.9467142506881997,0.9461104476893389,-0.8814143158771374
155,0.9569888020515442,0.9547218343734741,-5.209434572601318,5e-07,0.9467201488989371,0.9461185194827892,-0.881422754128774
156,0.9570706030845643,0.9548122584342956,-5.210060417938233,5e-07,0.9467338027777495,0.9461333102650112,-0.8814375709604334
157,0.9569466155052185,0.9546838660240173,-5.209359986877441,5e-07,0.9467372832474885,0.9461353968690943,-0.8814392359168441
158,0.9570618646621704,0.9547832118988037,-5.209769676208496,5e-07,0.9467113004790412,0.9461106415148135,-0.8814147993370339
159,0.9570646098136902,0.9547959899902344,-5.209921589660644,5e-07,0.9467297867492394,0.9461181101975618,-0.8814223761911746
160,0.9570034726142883,0.9547435347557068,-5.209645111846924,5e-07,0.9467268436043351,0.9461226714981927,-0.8814267290963067
161,0.9571012146949768,0.9548176735877991,-5.210104533386231,5e-07,0.946741834393254,0.9461365200855114,-0.8814405600229899
162,0.9570646103858947,0.9548164056777955,-5.210093277740478,5e-07,0.9467241627198678,0.9461293586978206,-0.8814334366056654
163,0.956902315044403,0.9546354267120362,-5.209079706573486,5e-07,0.9467324592449047,0.9461311861320778,-0.8814351969295078
164,0.9570258118629456,0.9547718379974365,-5.209770748901367,5e-07,0.9467402321320993,0.9461386702678821,-0.8814428020406653
165,0.9569542799949646,0.9546927899360657,-5.209401232147217,5e-07,0.9467522894894635,0.9461457760245712,-0.8814500941170587
166,0.9570117458343506,0.9547406872749329,-5.209680369567871,5e-07,0.9467608513655486,0.946155908814183,-0.8814601372789453
167,0.9570322916030883,0.9547594076156616,-5.209712352752685,5e-07,0.9467571271790398,0.9461536438376815,-0.8814580259499727
168,0.9569491916656494,0.9546662910461425,-5.209157759857177,5e-07,0.9467364743903831,0.9461381823928268,-0.8814422585346081
169,0.9570163508415223,0.95475497341156,-5.209778409576416,5e-07,0.9467362191942003,0.9461371448304918,-0.8814412986790693
170,0.9569677990913391,0.9546996872901916,-5.209439517211914,5e-07,0.9467214941978455,0.946128695540958,-0.8814326719001487
171,0.9569556995391846,0.954673549747467,-5.209198374938965,5e-07,0.946736752545392,0.9461439379939327,-0.8814479602707757
172,0.9569225999832154,0.9546565481185914,-5.209069408416748,5e-07,0.9467439872247202,0.9461466987927755,-0.8814509917188573
173,0.957088078212738,0.9548387865066529,-5.210226232147217,5e-07,0.9467474729926498,0.9461588894879377,-0.8814632018407186
174,0.9569962363243103,0.9547350788116455,-5.209563762664795,5e-07,0.9467488063706292,0.9461491964481495,-0.8814533997465063
175,0.9568580717086792,0.954609832572937,-5.2089380912780765,5e-07,0.9467306017875672,0.9461234600455672,-0.8814275472252457
176,0.9569635094642639,0.9547061419487,-5.209487199401855,5e-07,0.9467506770734434,0.9461445508179841,-0.8814487227687129
177,0.9569961246490478,0.9547357391357422,-5.209628340911865,5e-07,0.9467362130129778,0.9461400804696259,-0.8814444109245583
178,0.9570890611648559,0.9548149576187134,-5.210076773834229,5e-07,0.9467423801068906,0.9461419405760588,-0.8814459915514345
179,0.9570024584770203,0.9547385643959045,-5.209579312133789,5e-07,0.9467619432343377,0.9461632446006493,-0.881467369750694
180,0.9569691804885865,0.95469497423172,-5.209367415618896,5e-07,0.9467375596364339,0.9461327155431112,-0.8814368411346718
181,0.9569997709274292,0.9547367323875428,-5.209682194519043,5e-07,0.9467273796046222,0.9461324020668312,-0.8814363656220613
182,0.9568832809448242,0.9546104190826415,-5.208833516693115,5e-07,0.9467421041594611,0.9461303035418193,-0.8814345986754806
183,0.9570100375175477,0.954737032699585,-5.209589663696289,5e-07,0.9467418445481195,0.9461460488813894,-0.8814503532868845
184,0.9569716989517212,0.9547345399856567,-5.209608364105224,5e-07,0.946750686345277,0.9461458422519543,-0.881450151514124
185,0.9570575551986694,0.9547936318397522,-5.209909826660156,5e-07,0.9467322005165948,0.9461246803954796,-0.8814289119508532
186,0.9570734080314636,0.9548118895530701,-5.210063372802734,5e-07,0.9467206844577083,0.9461178912056817,-0.881422221660614
187,0.9570120693206787,0.9547560176849366,-5.209789791107178,5e-07,0.946709958270744,0.9461050143948307,-0.8814092578711333
188,0.956970458984375,0.9547070866584778,-5.209397975921631,5e-07,0.946721225756186,0.9461164196332296,-0.8814205509644968
189,0.956982495212555,0.9547233570098876,-5.209542565917968,5e-07,0.9467442591985067,0.9461361880655642,-0.8814403966621116
190,0.957014929676056,0.954764232635498,-5.209770903015137,5e-07,0.9467313973991959,0.9461307026721814,-0.8814346498913235
191,0.9569278672218323,0.9546464721679687,-5.208943389892578,5e-07,0.9467273804876539,0.9461193362871806,-0.881423846439079
192,0.957063830947876,0.9547983642578125,-5.209924925231934,5e-07,0.9467547059059143,0.9461478308395103,-0.8814521542301884
193,0.9570171360015869,0.9547717604637146,-5.209877227020264,5e-07,0.9467429099259553,0.9461347138440167,-0.8814387807139644
194,0.956888572883606,0.9546254008293152,-5.208969594573975,5e-07,0.9467413151705707,0.9461370569688302,-0.881441393604985
195,0.956975347995758,0.9547168606758117,-5.20949486618042,5e-07,0.9467402414039329,0.946142824932381,-0.8814471412588049
196,0.9569609088897705,0.9547018878936767,-5.209470215606689,5e-07,0.9467469312526562,0.9461433940463596,-0.8814473770282887
197,0.9570214694023133,0.9547702750205994,-5.209879427337646,5e-07,0.9467533628145853,0.9461494741616425,-0.8814537198455246
198,0.9569302654266357,0.9546708944320679,-5.2092791877746585,5e-07,0.9467474703435544,0.9461486962106492,-0.8814527087741428
199,0.9569677116394043,0.9547048512458801,-5.209364653015137,5e-07,0.9467220279905532,0.9461215288550765,-0.881425937016805
